Type,Md1,Md2,Md3,Md4,Mc1,Mc2,Mc3,Md5,Md6,Mc4,Mc5
A100-3-523,1,1,0,1,1,1,0,1,1,1,0
A100-3-524,1,1,0,1,1,1,1,1,1,0,1
A100-3-525,1,1,0,1,1,1,1,1,1,0,0
A100-3-526,1,1,0,1,1,1,0,1,1,1,1
A100-3-527,1,1,0,1,1,1,1,1,1,1,0
A100-3-528,1,1,1,1,1,1,1,1,1,0,1
A100-3-529,1,1,1,1,1,1,0,1,1,1,1
A100-3-53,1,1,0,1,1,1,1,1,1,0,1
A100-3-530,1,1,0,1,1,1,1,1,1,0,0
A100-3-531,1,1,0,1,1,1,1,1,1,1,0
A100-3-532,1,1,0,1,1,1,0,1,1,1,1
A100-3-533,1,1,1,1,1,1,0,1,1,0,1
A100-3-534,1,1,1,1,1,1,1,1,1,1,1
A100-3-535,1,1,0,1,1,1,0,1,1,0,0
A100-3-536,1,1,1,1,1,1,0,1,1,0,0
A100-3-537,1,1,1,1,1,1,1,1,1,1,1
A100-3-538,1,1,1,1,1,1,1,1,1,1,0
A100-3-539,1,1,0,1,1,1,1,1,1,1,1
A100-3-54,1,1,0,1,1,1,1,1,1,0,0
A100-3-540,1,1,0,1,1,1,1,1,1,1,0
A100-3-541,1,1,1,1,1,1,1,1,1,0,0
A100-3-542,1,1,1,1,1,1,0,1,1,0,0
A100-3-543,1,1,0,1,1,1,0,1,1,0,1
A100-3-544,1,1,1,1,1,1,1,1,1,1,1
A100-3-545,1,1,1,1,1,1,0,1,1,1,1
A100-3-546,1,1,1,1,1,1,1,1,1,1,1
A100-3-547,1,1,1,1,1,1,1,1,1,0,1
A100-3-548,1,1,0,1,1,1,1,1,1,1,1
A100-3-549,1,1,0,1,1,1,1,1,1,1,1
A100-3-55,1,1,1,1,1,1,0,1,1,1,1
A100-3-550,1,1,1,1,1,1,0,1,1,1,0
A100-3-551,1,1,0,1,1,1,1,1,1,1,0
A100-3-552,1,1,0,1,1,1,0,1,1,0,1
A100-3-553,1,1,0,1,1,1,1,1,1,1,1
A100-3-554,1,1,1,1,1,1,1,1,1,0,0
A100-3-555,1,1,1,1,1,1,1,1,1,0,0
A100-3-556,1,1,0,1,1,1,1,1,1,0,0
A100-3-557,1,1,1,1,1,1,0,1,1,0,0
A100-3-558,1,1,0,1,1,1,0,1,1,1,1
A100-3-559,1,1,1,1,1,1,1,1,1,0,1
A100-3-56,1,1,0,1,1,1,0,1,1,1,1
A100-3-560,1,1,0,1,1,1,0,1,1,0,0
A100-3-561,1,1,1,1,1,1,1,1,1,0,0
A100-3-562,1,1,0,1,1,1,1,1,1,1,0
A100-3-563,1,1,0,1,1,1,1,1,1,1,1
A100-3-564,1,1,0,1,1,1,1,1,1,1,0
A100-3-565,1,1,1,1,1,1,0,1,1,1,1
A100-3-566,1,1,1,1,1,1,1,1,1,0,0
A100-3-567,1,1,0,1,1,1,1,1,1,0,0
A100-3-568,1,1,0,1,1,1,1,1,1,1,1
A100-3-569,1,1,1,1,1,1,0,1,1,0,1
A100-3-57,1,1,1,1,1,1,0,1,1,1,1
A100-3-570,1,1,1,1,1,1,0,1,1,1,1
A100-3-571,1,1,0,1,1,1,1,1,1,1,0
A100-3-572,1,1,0,1,1,1,1,1,1,0,0
A100-3-573,1,1,0,1,1,1,0,1,1,0,0
A100-3-574,1,1,1,1,1,1,1,1,1,1,1
A100-3-575,1,1,0,1,1,1,0,1,1,1,0
A100-3-576,1,1,1,1,1,1,0,1,1,1,0
A100-3-577,1,1,1,1,1,1,1,1,1,1,1
A100-3-578,1,1,1,1,1,1,1,1,1,1,0
A100-3-579,1,1,1,1,1,1,0,1,1,0,1
A100-3-58,1,1,0,1,1,1,0,1,1,1,0
A100-3-580,1,1,1,1,1,1,0,1,1,1,1
A100-3-581,1,1,1,1,1,1,0,1,1,1,1
A100-3-582,1,1,1,1,1,1,0,1,1,0,0
A100-3-583,1,1,1,1,1,1,1,1,1,1,0
A100-3-584,1,1,0,1,1,1,0,1,1,1,0
A100-3-585,1,1,0,1,1,1,1,1,1,0,1
A100-3-586,1,1,0,1,1,1,1,1,1,1,1
A100-3-587,1,1,1,1,1,1,0,1,1,1,1
A100-3-588,1,1,0,1,1,1,1,1,1,1,0
A100-3-589,1,1,1,1,1,1,0,1,1,1,1
A100-3-59,1,1,0,1,1,1,0,1,1,1,0
A100-3-590,1,1,1,1,1,1,1,1,1,1,0
A100-3-591,1,1,1,1,1,1,1,1,1,0,1
A100-3-592,1,1,0,1,1,1,0,1,1,1,0
A100-3-593,1,1,1,1,1,1,1,1,1,1,0
A100-3-594,1,1,0,1,1,1,1,1,1,0,1
A100-3-595,1,1,1,1,1,1,0,1,1,0,0
A100-3-596,1,1,0,1,1,1,1,1,1,0,0
A100-3-597,1,1,1,1,1,1,1,1,1,1,0
A100-3-598,1,1,1,1,1,1,1,1,1,0,0
A100-3-599,1,1,0,1,1,1,0,1,1,1,0
A100-3-6,1,1,0,1,1,1,0,1,1,0,0
A100-3-60,1,1,0,1,1,1,1,1,1,0,0
A100-3-600,1,1,0,1,1,1,1,1,1,0,1
A100-3-601,1,1,1,1,1,1,0,1,1,1,1
A100-3-602,1,1,0,1,1,1,0,1,1,1,0
A100-3-603,1,1,1,1,1,1,1,1,1,0,1
A100-3-604,1,1,1,1,1,1,0,1,1,0,0
A100-3-605,1,1,0,1,1,1,1,1,1,1,0
A100-3-606,1,1,0,1,1,1,1,1,1,0,0
A100-3-607,1,1,0,1,1,1,1,1,1,1,0
A100-3-608,1,1,0,1,1,1,0,1,1,1,1
A100-3-609,1,1,0,1,1,1,1,1,1,0,0
A100-3-61,1,1,0,1,1,1,0,1,1,0,0
A100-3-610,1,1,0,1,1,1,1,1,1,1,1
A100-3-611,1,1,0,1,1,1,1,1,1,1,0
A100-3-612,1,1,1,1,1,1,0,1,1,1,1
A100-3-613,1,1,1,1,1,1,0,1,1,1,0
A100-3-614,1,1,1,1,1,1,0,1,1,0,0
A100-3-615,1,1,0,1,1,1,1,1,1,0,0
A100-3-616,1,1,0,1,1,1,1,1,1,1,1
A100-3-617,1,1,0,1,1,1,0,1,1,0,1
A100-3-618,1,1,0,1,1,1,0,1,1,1,1
A100-3-619,1,1,0,1,1,1,0,1,1,1,0
A100-3-62,1,1,0,1,1,1,1,1,1,0,0
A100-3-620,1,1,0,1,1,1,1,1,1,0,1
A100-3-621,1,1,0,1,1,1,1,1,1,0,0
A100-3-622,1,1,0,1,1,1,0,1,1,0,0
A100-3-623,1,1,1,1,1,1,1,1,1,0,0
A100-3-624,1,1,1,1,1,1,0,1,1,0,0
A100-3-625,1,1,0,1,1,1,1,1,1,0,1
A100-3-626,1,1,0,1,1,1,0,1,1,0,1
A100-3-627,1,1,1,1,1,1,1,1,1,0,1
A100-3-628,1,1,0,1,1,1,1,1,1,1,0
A100-3-629,1,1,0,1,1,1,1,1,1,0,1
A100-3-63,1,1,0,1,1,1,1,1,1,1,1
A100-3-630,1,1,1,1,1,1,0,1,1,0,1
A100-3-631,1,1,1,1,1,1,0,1,1,0,1
A100-3-632,1,1,0,1,1,1,0,1,1,1,1
A100-3-633,1,1,0,1,1,1,1,1,1,0,1
A100-3-634,1,1,0,1,1,1,0,1,1,1,1
A100-3-635,1,1,0,1,1,1,0,1,1,0,1
A100-3-636,1,1,0,1,1,1,0,1,1,0,1
A100-3-637,1,1,0,1,1,1,0,1,1,0,0
A100-3-638,1,1,1,1,1,1,0,1,1,1,1
A100-3-639,1,1,1,1,1,1,0,1,1,0,0
A100-3-64,1,1,0,1,1,1,1,1,1,0,0
A100-3-640,1,1,0,1,1,1,1,1,1,1,0
A100-3-641,1,1,0,1,1,1,1,1,1,1,1
A100-3-642,1,1,0,1,1,1,1,1,1,1,1
A100-3-643,1,1,0,1,1,1,0,1,1,0,0
A100-3-644,1,1,0,1,1,1,0,1,1,0,1
A100-3-645,1,1,0,1,1,1,0,1,1,1,0
A100-3-646,1,1,1,1,1,1,1,1,1,1,0
A100-3-647,1,1,0,1,1,1,0,1,1,0,1
A100-3-648,1,1,1,1,1,1,1,1,1,1,0
A100-3-649,1,1,1,1,1,1,1,1,1,0,1
A100-3-65,1,1,1,1,1,1,1,1,1,0,1
A100-3-650,1,1,1,1,1,1,1,1,1,0,0
A100-3-651,1,1,0,1,1,1,0,1,1,0,0
A100-3-652,1,1,1,1,1,1,0,1,1,1,1
A100-3-653,1,1,1,1,1,1,1,1,1,1,0
A100-3-654,1,1,0,1,1,1,1,1,1,1,0
A100-3-655,1,1,0,1,1,1,1,1,1,1,1
A100-3-656,1,1,0,1,1,1,0,1,1,0,1
A100-3-657,1,1,1,1,1,1,1,1,1,1,0
A100-3-658,1,1,1,1,1,1,1,1,1,1,1
A100-3-659,1,1,1,1,1,1,0,1,1,1,0
A100-3-66,1,1,1,1,1,1,0,1,1,1,1
A100-3-660,1,1,1,1,1,1,0,1,1,1,1
A100-3-661,1,1,0,1,1,1,1,1,1,0,0
A100-3-662,1,1,1,1,1,1,0,1,1,1,0
A100-3-663,1,1,0,1,1,1,0,1,1,1,0
A100-3-664,1,1,1,1,1,1,1,1,1,1,0
A100-3-665,1,1,0,1,1,1,0,1,1,1,1
A100-3-666,1,1,0,1,1,1,0,1,1,1,1
A100-3-667,1,1,0,1,1,1,1,1,1,1,1
A100-3-668,1,1,0,1,1,1,1,1,1,1,1
A100-3-669,1,1,0,1,1,1,0,1,1,1,0
A100-3-67,1,1,0,1,1,1,0,1,1,0,0
A100-3-670,1,1,0,1,1,1,1,1,1,0,0
A100-3-671,1,1,1,1,1,1,1,1,1,1,0
A100-3-672,1,1,0,1,1,1,0,1,1,0,1
A100-3-673,1,1,0,1,1,1,1,1,1,0,1
A100-3-674,1,1,0,1,1,1,0,1,1,0,1
A100-3-675,1,1,0,1,1,1,1,1,1,1,1
A100-3-676,1,1,0,1,1,1,1,1,1,1,1
A100-3-677,1,1,0,1,1,1,0,1,1,0,1
A100-3-678,1,1,0,1,1,1,0,1,1,0,0
A100-3-679,1,1,1,1,1,1,1,1,1,1,1
A100-3-68,1,1,1,1,1,1,0,1,1,1,0
A100-3-680,1,1,0,1,1,1,1,1,1,1,0
A100-3-681,1,1,0,1,1,1,1,1,1,0,0
A100-3-682,1,1,0,1,1,1,0,1,1,0,0
A100-3-683,1,1,0,1,1,1,1,1,1,0,0
A100-3-684,1,1,1,1,1,1,0,1,1,0,0
A100-3-685,1,1,1,1,1,1,1,1,1,0,0
A100-3-686,1,1,0,1,1,1,1,1,1,1,0
A100-3-687,1,1,1,1,1,1,1,1,1,0,0
A100-3-688,1,1,0,1,1,1,0,1,1,0,1
A100-3-689,1,1,1,1,1,1,0,1,1,0,0
A100-3-69,1,1,1,1,1,1,0,1,1,0,1
A100-3-690,1,1,0,1,1,1,0,1,1,0,0
A100-3-691,1,1,0,1,1,1,0,1,1,1,1
A100-3-692,1,1,1,1,1,1,1,1,1,0,0
A100-3-693,1,1,0,1,1,1,1,1,1,1,1
A100-3-694,1,1,0,1,1,1,0,1,1,0,1
A100-3-695,1,1,0,1,1,1,1,1,1,1,1
A100-3-696,1,1,1,1,1,1,1,1,1,0,1
A100-3-697,1,1,1,1,1,1,0,1,1,1,0
A100-3-698,1,1,1,1,1,1,0,1,1,1,1
A100-3-699,1,1,0,1,1,1,0,1,1,1,1
A100-3-7,1,1,1,1,1,1,0,1,1,1,0
A100-3-70,1,1,0,1,1,1,0,1,1,0,1
A100-3-700,1,1,0,1,1,1,1,1,1,1,0
A100-3-701,1,1,0,1,1,1,0,1,1,1,1
A100-3-702,1,1,1,1,1,1,0,1,1,1,1
A100-3-703,1,1,0,1,1,1,1,1,1,1,1
A100-3-704,1,1,1,1,1,1,0,1,1,1,1
A100-3-705,1,1,1,1,1,1,1,1,1,0,0
A100-3-706,1,1,0,1,1,1,0,1,1,1,1
A100-3-707,1,1,1,1,1,1,1,1,1,1,0
A100-3-708,1,1,0,1,1,1,1,1,1,0,0
A100-3-709,1,1,0,1,1,1,0,1,1,0,1
A100-3-71,1,1,0,1,1,1,0,1,1,1,0
A100-3-710,1,1,0,1,1,1,1,1,1,0,0
A100-3-711,1,1,1,1,1,1,1,1,1,1,0
A100-3-712,1,1,0,1,1,1,0,1,1,1,0
A100-3-713,1,1,1,1,1,1,1,1,1,0,0
A100-3-714,1,1,1,1,1,1,1,1,1,0,0
A100-3-715,1,1,1,1,1,1,0,1,1,0,0
A100-3-716,1,1,1,1,1,1,1,1,1,0,1
A100-3-717,1,1,0,1,1,1,1,1,1,1,0
A100-3-718,1,1,0,1,1,1,1,1,1,0,1
A100-3-719,1,1,1,1,1,1,0,1,1,1,0
A100-3-72,1,1,0,1,1,1,1,1,1,0,1
A100-3-720,1,1,0,1,1,1,1,1,1,0,1
A100-3-721,1,1,1,1,1,1,1,1,1,0,0
A100-3-722,1,1,1,1,1,1,1,1,1,0,1
A100-3-723,1,1,0,1,1,1,0,1,1,0,0
A100-3-724,1,1,0,1,1,1,0,1,1,0,0
A100-3-725,1,1,0,1,1,1,0,1,1,1,1
A100-3-726,1,1,0,1,1,1,1,1,1,1,0
A100-3-727,1,1,0,1,1,1,1,1,1,1,1
A100-3-728,1,1,1,1,1,1,1,1,1,1,0
A100-3-729,1,1,1,1,1,1,0,1,1,1,1
A100-3-73,1,1,0,1,1,1,1,1,1,0,1
A100-3-730,1,1,1,1,1,1,1,1,1,0,0
A100-3-731,1,1,0,1,1,1,0,1,1,1,0
A100-3-732,1,1,1,1,1,1,0,1,1,0,0
A100-3-733,1,1,0,1,1,1,1,1,1,1,1
A100-3-734,1,1,1,1,1,1,0,1,1,1,0
A100-3-735,1,1,0,1,1,1,1,1,1,0,0
A100-3-736,1,1,1,1,1,1,1,1,1,0,1
A100-3-737,1,1,1,1,1,1,0,1,1,0,1
A100-3-738,1,1,1,1,1,1,1,1,1,1,1
A100-3-739,1,1,0,1,1,1,1,1,1,1,1
A100-3-74,1,1,1,1,1,1,0,1,1,0,1
A100-3-740,1,1,1,1,1,1,1,1,1,1,1
A100-3-741,1,1,1,1,1,1,1,1,1,0,1
A100-3-742,1,1,1,1,1,1,1,1,1,0,1
A100-3-743,1,1,0,1,1,1,1,1,1,0,0
A100-3-744,1,1,0,1,1,1,0,1,1,1,1
A100-3-745,1,1,0,1,1,1,0,1,1,1,0
A100-3-746,1,1,1,1,1,1,1,1,1,1,0
A100-3-747,1,1,1,1,1,1,0,1,1,0,0
A100-3-748,1,1,1,1,1,1,1,1,1,1,0
A100-3-749,1,1,1,1,1,1,0,1,1,0,0
A100-3-75,1,1,0,1,1,1,0,1,1,1,1
A100-3-750,1,1,1,1,1,1,1,1,1,1,1
A100-3-751,1,1,0,1,1,1,0,1,1,0,0
A100-3-752,1,1,1,1,1,1,1,1,1,0,0
A100-3-753,1,1,0,1,1,1,1,1,1,0,1
A100-3-754,1,1,0,1,1,1,0,1,1,1,1
A100-3-755,1,1,0,1,1,1,1,1,1,1,0
A100-3-756,1,1,0,1,1,1,1,1,1,1,0
A100-3-757,1,1,0,1,1,1,0,1,1,0,1
A100-3-758,1,1,1,1,1,1,0,1,1,1,0
A100-3-759,1,1,1,1,1,1,0,1,1,1,1
A100-3-76,1,1,1,1,1,1,0,1,1,1,1
A100-3-760,1,1,1,1,1,1,0,1,1,1,0
A100-3-761,1,1,0,1,1,1,0,1,1,0,0
A100-3-77,1,1,0,1,1,1,0,1,1,1,1
A100-3-78,1,1,1,1,1,1,1,1,1,1,1
A100-3-79,1,1,1,1,1,1,1,1,1,0,1
A100-3-8,1,1,0,1,1,1,0,1,1,0,0
A100-3-80,1,1,0,1,1,1,0,1,1,1,1
A100-3-81,1,1,0,1,1,1,0,1,1,1,1
A100-3-82,1,1,1,1,1,1,1,1,1,1,0
A100-3-83,1,1,0,1,1,1,1,1,1,0,0
A100-3-84,1,1,1,1,1,1,1,1,1,1,1
A100-3-85,1,1,0,1,1,1,1,1,1,0,1
A100-3-86,1,1,1,1,1,1,1,1,1,1,0
A100-3-87,1,1,1,1,1,1,1,1,1,0,1
A100-3-88,1,1,1,1,1,1,0,1,1,1,1
A100-3-89,1,1,1,1,1,1,0,1,1,1,1
A100-3-9,1,1,0,1,1,1,0,1,1,1,1
A100-3-90,1,1,1,1,1,1,0,1,1,1,0
A100-3-91,1,1,1,1,1,1,0,1,1,1,0
A100-3-92,1,1,1,1,1,1,1,1,1,1,1
A100-3-93,1,1,1,1,1,1,1,1,1,0,0
A100-3-94,1,1,1,1,1,1,0,1,1,0,1
A100-3-95,1,1,1,1,1,1,0,1,1,1,0
A100-3-96,1,1,0,1,1,1,0,1,1,1,0
A100-3-97,1,1,1,1,1,1,0,1,1,0,0
A100-3-98,1,1,1,1,1,1,0,1,1,0,1
A100-3-99,1,1,1,1,1,1,1,1,1,1,1
A110-5-1,1,1,1,1,1,1,0,1,1,0,0
A110-5-10,1,1,1,1,1,1,1,1,1,0,0
A110-5-100,1,1,1,1,1,1,0,1,1,1,0
A110-5-101,1,1,0,1,1,1,1,1,1,0,0
A110-5-102,1,1,1,1,1,1,0,1,1,0,0
A110-5-103,1,1,1,1,1,1,0,1,1,1,0
A110-5-104,1,1,0,1,1,1,1,1,1,1,0
A110-5-105,1,1,0,1,1,1,1,1,1,1,0
A110-5-106,1,1,0,1,1,1,1,1,1,0,0
A110-5-107,1,1,1,1,1,1,1,1,1,0,0
A110-5-108,1,1,0,1,1,1,0,1,1,1,0
A110-5-109,1,1,0,1,1,1,1,1,1,1,0
A110-5-11,1,1,1,1,1,1,1,1,1,1,0
A110-5-110,1,1,1,1,1,1,0,1,1,0,0
A110-5-111,1,1,1,1,1,1,0,1,1,0,1
A110-5-112,1,1,0,1,1,1,0,1,1,1,1
A110-5-113,1,1,0,1,1,1,0,1,1,0,1
A110-5-114,1,1,1,1,1,1,0,1,1,0,1
A110-5-115,1,1,0,1,1,1,1,1,1,0,1
A110-5-116,1,1,0,1,1,1,0,1,1,1,1
A110-5-117,1,1,1,1,1,1,0,1,1,0,1
A110-5-118,1,1,0,1,1,1,1,1,1,1,1
A110-5-119,1,1,1,1,1,1,0,1,1,0,0
A110-5-12,1,1,1,1,1,1,1,1,1,1,1
A110-5-120,1,1,0,1,1,1,1,1,1,0,1
A110-5-121,1,1,1,1,1,1,1,1,1,0,1
A110-5-122,1,1,1,1,1,1,0,1,1,0,0
A110-5-123,1,1,1,1,1,1,1,1,1,1,1
A110-5-124,1,1,0,1,1,1,0,1,1,1,1
A110-5-125,1,1,0,1,1,1,0,1,1,1,0
A110-5-126,1,1,0,1,1,1,1,1,1,0,1
A110-5-127,1,1,1,1,1,1,0,1,1,1,0
A110-5-128,1,1,0,1,1,1,0,1,1,0,0
A110-5-129,1,1,1,1,1,1,0,1,1,1,0
A110-5-13,1,1,0,1,1,1,0,1,1,0,1
A110-5-130,1,1,1,1,1,1,1,1,1,1,0
A110-5-131,1,1,1,1,1,1,0,1,1,1,1
A110-5-132,1,1,1,1,1,1,0,1,1,0,1
A110-5-133,1,1,1,1,1,1,1,1,1,0,1
A110-5-134,1,1,1,1,1,1,1,1,1,0,0
A110-5-135,1,1,0,1,1,1,1,1,1,1,1
A110-5-136,1,1,1,1,1,1,0,1,1,1,1
A110-5-137,1,1,0,1,1,1,1,1,1,0,0
A110-5-138,1,1,1,1,1,1,0,1,1,0,0
A110-5-139,1,1,1,1,1,1,1,1,1,1,1
A110-5-14,1,1,0,1,1,1,1,1,1,0,1
A110-5-140,1,1,0,1,1,1,1,1,1,1,0
A110-5-141,1,1,1,1,1,1,0,1,1,1,1
A110-5-142,1,1,0,1,1,1,0,1,1,1,0
A110-5-143,1,1,1,1,1,1,0,1,1,0,0
A110-5-144,1,1,1,1,1,1,0,1,1,1,0
A110-5-145,1,1,0,1,1,1,1,1,1,0,0
A110-5-146,1,1,0,1,1,1,1,1,1,1,1
A110-5-147,1,1,0,1,1,1,1,1,1,1,1
A110-5-148,1,1,1,1,1,1,0,1,1,0,0
A110-5-149,1,1,0,1,1,1,1,1,1,0,0
A110-5-15,1,1,1,1,1,1,1,1,1,1,1
A110-5-150,1,1,0,1,1,1,1,1,1,1,0
A110-5-151,1,1,1,1,1,1,0,1,1,0,0
A110-5-152,1,1,0,1,1,1,0,1,1,1,0
A110-5-153,1,1,1,1,1,1,0,1,1,0,1
A110-5-154,1,1,0,1,1,1,0,1,1,1,0
A110-5-155,1,1,1,1,1,1,1,1,1,1,1
A110-5-156,1,1,1,1,1,1,1,1,1,0,1
A110-5-157,1,1,0,1,1,1,1,1,1,0,0
A110-5-158,1,1,1,1,1,1,1,1,1,1,1
A110-5-159,1,1,1,1,1,1,0,1,1,1,1
A110-5-16,1,1,1,1,1,1,1,1,1,0,0
A110-5-160,1,1,0,1,1,1,0,1,1,0,1
A110-5-161,1,1,0,1,1,1,1,1,1,1,0
A110-5-162,1,1,0,1,1,1,1,1,1,1,1
A110-5-163,1,1,0,1,1,1,1,1,1,0,0
A110-5-164,1,1,1,1,1,1,0,1,1,1,0
A110-5-165,1,1,1,1,1,1,1,1,1,0,0
A110-5-166,1,1,0,1,1,1,1,1,1,1,1
A110-5-167,1,1,1,1,1,1,0,1,1,1,0
A110-5-168,1,1,0,1,1,1,1,1,1,1,1
A110-5-169,1,1,0,1,1,1,1,1,1,1,1
A110-5-17,1,1,1,1,1,1,1,1,1,0,0
A110-5-170,1,1,1,1,1,1,1,1,1,1,0
A110-5-171,1,1,1,1,1,1,0,1,1,1,1
A110-5-172,1,1,0,1,1,1,1,1,1,1,0
A110-5-173,1,1,1,1,1,1,0,1,1,0,1
A110-5-174,1,1,1,1,1,1,0,1,1,1,1
A110-5-175,1,1,0,1,1,1,0,1,1,0,1
A110-5-176,1,1,1,1,1,1,0,1,1,0,0
A110-5-177,1,1,0,1,1,1,1,1,1,1,0
A110-5-178,1,1,1,1,1,1,1,1,1,0,1
A110-5-179,1,1,1,1,1,1,0,1,1,0,0
A110-5-18,1,1,1,1,1,1,0,1,1,0,0
A110-5-180,1,1,1,1,1,1,0,1,1,1,0
A110-5-181,1,1,1,1,1,1,0,1,1,0,0
A110-5-182,1,1,0,1,1,1,0,1,1,1,0
A110-5-183,1,1,0,1,1,1,1,1,1,1,1
A110-5-184,1,1,0,1,1,1,1,1,1,0,1
A110-5-185,1,1,0,1,1,1,1,1,1,0,1
A110-5-186,1,1,0,1,1,1,1,1,1,1,0
A110-5-187,1,1,1,1,1,1,0,1,1,1,0
A110-5-188,1,1,1,1,1,1,0,1,1,1,0
A110-5-189,1,1,1,1,1,1,0,1,1,0,1
A110-5-19,1,1,1,1,1,1,0,1,1,1,1
A110-5-190,1,1,1,1,1,1,1,1,1,0,0
A110-5-191,1,1,0,1,1,1,1,1,1,0,0
A110-5-192,1,1,0,1,1,1,0,1,1,1,1
A110-5-193,1,1,1,1,1,1,1,1,1,0,1
A110-5-194,1,1,0,1,1,1,0,1,1,0,0
A110-5-195,1,1,0,1,1,1,1,1,1,0,1
A110-5-196,1,1,0,1,1,1,1,1,1,0,0
A110-5-197,1,1,0,1,1,1,0,1,1,0,1
A110-5-198,1,1,1,1,1,1,1,1,1,1,0
A110-5-199,1,1,0,1,1,1,1,1,1,1,1
A110-5-2,1,1,0,1,1,1,0,1,1,0,1
A110-5-20,1,1,0,1,1,1,1,1,1,1,1
A110-5-200,1,1,0,1,1,1,1,1,1,0,1
A110-5-201,1,1,0,1,1,1,0,1,1,0,0
A110-5-202,1,1,0,1,1,1,1,1,1,1,0
A110-5-203,1,1,1,1,1,1,0,1,1,0,1
A110-5-204,1,1,1,1,1,1,0,1,1,0,0
A110-5-205,1,1,0,1,1,1,0,1,1,1,0
A110-5-206,1,1,1,1,1,1,1,1,1,0,1
A110-5-207,1,1,1,1,1,1,0,1,1,1,1
A110-5-208,1,1,1,1,1,1,1,1,1,0,1
A110-5-209,1,1,1,1,1,1,0,1,1,0,0
A110-5-21,1,1,1,1,1,1,0,1,1,1,1
A110-5-210,1,1,0,1,1,1,0,1,1,1,1
A110-5-211,1,1,0,1,1,1,1,1,1,0,1
A110-5-212,1,1,1,1,1,1,1,1,1,0,0
A110-5-213,1,1,1,1,1,1,0,1,1,1,0
A110-5-214,1,1,0,1,1,1,0,1,1,1,0
A110-5-215,1,1,1,1,1,1,0,1,1,1,0
A110-5-216,1,1,0,1,1,1,0,1,1,1,1
A110-5-217,1,1,0,1,1,1,1,1,1,1,1
A110-5-218,1,1,0,1,1,1,1,1,1,1,0
A110-5-219,1,1,0,1,1,1,1,1,1,1,1
A110-5-22,1,1,1,1,1,1,0,1,1,0,1
A110-5-220,1,1,0,1,1,1,1,1,1,0,0
A110-5-221,1,1,0,1,1,1,1,1,1,1,1
A110-5-222,1,1,1,1,1,1,0,1,1,0,1
A110-5-223,1,1,1,1,1,1,0,1,1,0,0
A110-5-224,1,1,1,1,1,1,0,1,1,1,0
A110-5-225,1,1,1,1,1,1,1,1,1,0,0
A110-5-226,1,1,1,1,1,1,1,1,1,0,1
A110-5-227,1,1,1,1,1,1,0,1,1,0,0
A110-5-228,1,1,1,1,1,1,0,1,1,0,1
A110-5-229,1,1,1,1,1,1,0,1,1,0,1
A110-5-23,1,1,1,1,1,1,1,1,1,1,0
A110-5-230,1,1,0,1,1,1,0,1,1,0,1
A110-5-231,1,1,0,1,1,1,0,1,1,0,1
A110-5-232,1,1,1,1,1,1,0,1,1,0,1
A110-5-233,1,1,0,1,1,1,1,1,1,1,0
A110-5-234,1,1,0,1,1,1,0,1,1,0,1
A110-5-235,1,1,1,1,1,1,0,1,1,0,1
A110-5-236,1,1,0,1,1,1,0,1,1,1,1
A110-5-237,1,1,0,1,1,1,0,1,1,1,1
A110-5-238,1,1,1,1,1,1,0,1,1,0,0
A110-5-239,1,1,0,1,1,1,1,1,1,1,1
A110-5-24,1,1,1,1,1,1,1,1,1,1,1
A110-5-240,1,1,0,1,1,1,0,1,1,0,0
A110-5-241,1,1,1,1,1,1,1,1,1,0,0
A110-5-242,1,1,0,1,1,1,0,1,1,0,0
A110-5-243,1,1,0,1,1,1,0,1,1,1,1
A110-5-244,1,1,1,1,1,1,1,1,1,0,0
A110-5-245,1,1,1,1,1,1,1,1,1,1,1
A110-5-246,1,1,0,1,1,1,1,1,1,0,1
A110-5-247,1,1,0,1,1,1,1,1,1,1,1
A110-5-248,1,1,0,1,1,1,1,1,1,0,1
A110-5-249,1,1,0,1,1,1,1,1,1,1,0
A110-5-25,1,1,0,1,1,1,0,1,1,0,1
A110-5-250,1,1,1,1,1,1,1,1,1,1,0
A110-5-251,1,1,1,1,1,1,1,1,1,0,0
A110-5-252,1,1,0,1,1,1,0,1,1,1,1
A110-5-253,1,1,0,1,1,1,1,1,1,0,1
A110-5-254,1,1,0,1,1,1,1,1,1,1,1
A110-5-255,1,1,1,1,1,1,0,1,1,1,1
A110-5-256,1,1,0,1,1,1,1,1,1,0,0
A110-5-257,1,1,0,1,1,1,0,1,1,0,1
A110-5-258,1,1,0,1,1,1,0,1,1,1,1
A110-5-259,1,1,0,1,1,1,0,1,1,1,1
A110-5-26,1,1,0,1,1,1,1,1,1,0,1
A110-5-260,1,1,1,1,1,1,0,1,1,1,0
A110-5-261,1,1,0,1,1,1,0,1,1,1,0
A110-5-262,1,1,1,1,1,1,0,1,1,1,0
A110-5-263,1,1,1,1,1,1,1,1,1,0,0
A110-5-264,1,1,0,1,1,1,0,1,1,1,0
A110-5-265,1,1,0,1,1,1,1,1,1,0,1
A110-5-266,1,1,0,1,1,1,1,1,1,0,0
A110-5-267,1,1,0,1,1,1,1,1,1,0,1
A110-5-268,1,1,0,1,1,1,0,1,1,0,1
A110-5-269,1,1,0,1,1,1,1,1,1,1,0
A110-5-27,1,1,0,1,1,1,0,1,1,0,1
